date,title,description,best_result_raw,best_result_display,score_type,barbell_lift,set_details,notes,rx_or_scaled,pr
06/09/2023,"Squat Clean 5x2","Squat Clean for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps",205,"205","Load","Squat Clean","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":205}]","",RX,
06/12/2023,"Run 6.12.2023","5 Rounds300m run100m walk",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
06/12/2023,"CFM 6.12.2023","21-15-9Clean & JerkPull-upsM:95     W:63",353,"5:53","","","[{""secs"":53,""mins"":5}]","",RX,
06/13/2023,"Power Clean EMOM","EMOM-10Power Clean for load:2 reps for the first 5 minutes1 rep for the last 5 minutes",285,"285","Load","Power Clean","[{""success"":true,""load"":155},{""success"":true,""load"":185},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":205},{""success"":true,""load"":215},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":265},{""success"":true,""load"":285}]","",RX,
06/13/2023,"CFM 6.13.2023","Three rounds of:• Wall balls • DB Snatch• Jumping Lunges• Dips• Row calsIn this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round with one-minute of rest before repeating.",270,"270","Reps","","[{""reps"":86},{""reps"":90},{""reps"":94}]","30# wb70# db",RX,
06/14/2023,"CFM 6.14.2023","8 min AMRAP10/7 cal bike15 OH SquatsM:95     W:63",5.003,"5+3","Rounds + Reps","","[{""rnds"":5,""reps"":3}]","",RX,
06/14/2023,"Overhead Squat 5x3","Overhead Squat for load: #1: 3 reps #2: 3 reps #3: 3 reps #4: 3 reps #5: 3 reps",265,"265","Load","Overhead Squat","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":265}]","Back squat",SCALED,PR
06/15/2023,"CFM 6.15.2023","4 Rounds750/600m ski100 DU15 T2B20 DB step-overs**two DBs at your side farmers carry style",2220,"37:00","","","[{""secs"":0,""mins"":37}]","Ow",RX,
06/16/2023,"Deadlift 6-6-4-4-2","Deadlift for load: #1: 6 reps #2: 6 reps #3: 4 reps #4: 4 reps #5: 2 reps",455,"455","Load","Deadlift","[{""success"":true,""load"":315},{""success"":true,""load"":335},{""success"":true,""load"":365},{""success"":true,""load"":395},{""success"":true,""load"":455}]","",RX,
06/16/2023,"CFM 6.16.2023","2-4-6-8 Wall walks12-14-16-18 Shuttle Runs**every 50 feet is 1 rep",660,"11:00","","","[{""secs"":0,""mins"":11}]","No ground touch",SCALED,
06/20/2023,"CFM 6.20.2023","1000m Ski50 OH Squats (45/33)30 Toes-to-bar",374,"6:14","","","[{""secs"":14,""mins"":6}]","",RX,
06/20/2023,"Overhead Squat 3x10","Overhead Squat for load: #1: 10 reps #2: 10 reps #3: 10 reps",135,"135","Load","Overhead Squat","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135}]","",RX,
06/21/2023,"CFM 6.21.2023","20 strict chin-ups100m farmers carry100m walking lunge20 burpee pull-ups100m SA OH Carry100m walking lunge20 pull-ups100m front rack carry100m walking lunge20 chest-to-bar pull-upsfarmers carry: 2xDB/KBsingle arm OH carry: 1xDB/KBfront rack carry: 2xDB/KBwalking lunge: no weight",1068,"17:48","","","[{""secs"":48,""mins"":17}]","70# KB",RX,
06/22/2023,"CFM 6.22.2023","Three rounds of:• Row cals • SDHP (75/53)• Double Unders• Push Press (75/53)• Wall ballsIn this workout you move from each of five stations after a minute.The clock does not reset or stop between exercises. This is a five-minute round with one-minute of rest before repeating.",300,"300","Reps","","[{""reps"":100},{""reps"":100},{""reps"":100}]","30# ball",SCALED,
06/22/2023,"Deadlift 3x10","Deadlift for load: #1: 10 reps #2: 10 reps #3: 10 reps*50, 55, 60% of last weeks set of 2",315,"315","Load","Deadlift","[{""success"":true,""load"":225},{""success"":true,""load"":275},{""success"":true,""load"":315}]","",RX,
06/24/2023,"Fran","21-15-9 reps for time of:• Thruster 95/65#• Pull-ups",183,"3:03","","","[{""secs"":3,""mins"":3}]","Unbroken",RX,
06/30/2023,"Deadlift 8-4-2-1-1","Deadlift for load: #1: 8 reps #2: 4 reps #3: 2 reps #4: 1 rep #5: 1 rep",520,"520","Load","Deadlift","[{""success"":true,""load"":335},{""success"":true,""load"":385},{""success"":true,""load"":465},{""success"":true,""load"":500},{""success"":true,""load"":520}]","45# PR",RX,PR
07/03/2023,"Overhead Lunge 5x10","Overhead Lunge for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps #5: 10 reps*week 1 of 4, give yourself a chance to go up each week",175,"175","Load","Overhead Lunge","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":175}]","",RX,
07/03/2023,"CFM 7.03.2023","10 min AMRAP10 Devils Press100 Double Unders",3.011,"3+11","Rounds + Reps","","[{""rnds"":3,""reps"":11}]","",RX,
07/06/2023,"CFM 7.06.2023","10 Rounds5 Thrusters (115/83)10 Pull-ups15/10 cal Bike SprintRest 1 minute",913.9999999999999,"15:14","","","[{""secs"":99.4000015258789,""mins"":0},{""secs"":99.4000015258789},{""secs"":99.4000015258789},{""secs"":99.4000015258789},{""secs"":99.4000015258789},{""secs"":99.4000015258789},{""secs"":79.4000015258789},{""secs"":79.4000015258789},{""secs"":79.4000015258789},{""secs"":79.4000015258789}]","Echo bike all unbroken",RX,
07/13/2023,"CFM 7.13.2023","5 Rounds1 min HS Walk*1 min Bike cals1 min KB front rack holdREST 1 min*wall walks",1,"1","Emoji Selection","","[{""index"":1}]","",RX,
07/13/2023,"Push Press 4x10","Push Press for load: #1: 10 reps #2: 10 reps #3: 10 reps #4: 10 reps*week 2 of 4, give yourself a chance to go up each week",165,"165","Load","Push Press","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":145},{""success"":true,""load"":165}]","",RX,
07/17/2023,"CFM 7.17.2023","4 Rounds400m row/ski30 wall balls90 DU*alternate rounds of row and ski",1279,"21:19","","","[{""secs"":19,""mins"":21}]","🚀 🔥 🤯 ",RX,
07/17/2023,"Push Press 5x8","Push Press for load: #1: 8 reps #2: 8 reps #3: 8 reps #4: 8 reps #5: 8 reps*week 3 of 4, be a little more aggressive with your loading this week",205,"205","Load","Push Press","[{""success"":true,""load"":95},{""success"":true,""load"":115},{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":205}]","",RX,
07/21/2023,"CFM 7.21.2023","For time:21-15-9 Bar facing burpees7-5-3 Thrusters (155/103)",300,"5:00","","","[{""secs"":0,""mins"":5}]","Ow",RX,
07/21/2023,"Power Clean + Front Squat + Jerk","7 Sets of:1 Power Clean1 Front Squat1 Push Jerk",275,"275","Load","Power Clean & Jerk","[{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":255},{""success"":true,""load"":265},{""success"":true,""load"":275}]","",RX,
07/31/2023,"Power Clean & Push Jerk 7x1","Power Clean & Jerk for load: #1:  1 rep  #2:  1 rep  #3:  1 rep  #4:  1 rep  #5:  1 rep  #6:  1 rep  #7:  1 rep",290,"290","Load","Power Clean & Jerk","[{""success"":true,""load"":225},{""success"":true,""load"":225},{""success"":true,""load"":235},{""success"":true,""load"":245},{""success"":true,""load"":255},{""success"":true,""load"":275},{""success"":true,""load"":290}]","PR 🚂 ",RX,PR
07/31/2023,"CFM 7.31.2023","27-21-15Front Squats9-7-5Ring Muscle UpsM:115     W:83",566,"9:26","","","[{""secs"":26,""mins"":9}]","Ow",RX,
08/01/2023,"BIKE 8.01.2023","4 Rounds40 sec moderate 20 sec sprint45 sec moderate15 sec sprintREST 2:00",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/01/2023,"CFM 8.01.2023","2-2-2-3 min On / 1 min Off20 DB Hang Snatches12/9 cal bikeMax DB lateral jump overs",102,"102","Reps","","[{""reps"":53},{""reps"":53},{""reps"":53},{""reps"":102}]","",RX,
08/09/2023,"Squat Clean Thruster 7x1","Squat Clean Thruster for load: #1: 1 rep #2: 1 rep #3: 1 rep #4: 1 rep #5: 1 rep #6: 1 rep #7: 1 rep",235,"235","Load","Squat Clean Thruster","[{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true},{""success"":true,""load"":235}]","",RX,
08/16/2023,"CFM 8.16.2023","4 Rounds1000/800m Row or Ski*25 toes to bar50 bench press**alternate rounds**use an empty bar, move fast but go through the full range of motion",1783,"29:43","","","[{""secs"":43,""mins"":29}]","",RX,
08/23/2023,"CFM 8.23.2023","For time:30 bodyweight back squats1,000-m row*Advanced athletes should take the bar from the ground and try to complete the back squats in 2-3 sets**Intermediate athletes can squat from the rack and complete the squats in sets of 5 or 6***Originally posted on CrossFit.com on 8.12.23https://www.crossfit.com/230812POST WOD5 Rounds of 25m Sled Push & Pull",366,"6:06","","","[{""secs"":6,""mins"":6}]","",RX,
08/28/2023,"Clean Tech Work","Empty Bar:10 Clean RDL10 Strict Cleans10 Muscle Cleans10 Tall Power Cleansthen2 time through the Clean Complex for today with the empty bar",1,"Yes","Checkbox","","[{""boolean"":1}]","",RX,
08/28/2023,"Fast Monday EMOM","10:00 EMOM10 DB Power Snatches (50/35)10 Lateral Burpee Over DB*Whos gonna make it??? *Note: If you miss a minute, rest and begin the next minute. However, I still want you to do 10 rounds of work. Scale: 8/8 or 6/6 (pick a rep scheme that still scares you a little and one that you arent sure you can do for 10 minutes in a row)",0.006,"0+6","Rounds + Reps","","[{""rnds"":0,""reps"":6}]","",SCALED,
08/28/2023,"Clean Complex","Every 2:00 x 5 Sets:1 Power Clean + 1 Low Hang Power Clean + 3 Hang Power Cleans (70-70-72.5-75-75%)*Same as last week, I want you to reset at the hip between reps rather than going through this as fast as possible",215,"215","Load","","[{""success"":true,""load"":205},{""success"":true,""load"":215},{""success"":false,""load"":225}]","Failed last hang power clean at 225",RX,
08/28/2023,"Tempo Front Squats","10-10-8-8(50-50-55-55%)Same tempo as last week with a 3 count down and 1 count pause in the bototm *Rest as needed between sets",140,"140","Load","","[{""success"":true,""load"":135},{""success"":true,""load"":140}]","",RX,
08/29/2023,"2 Power Cleans + 2 Push Jerks 7x2","2 Power Cleans + 2 Push Jerks for load: #1: 2 reps #2: 2 reps #3: 2 reps #4: 2 reps #5: 2 reps #6: 2 reps #7: 2 reps2 Power Cleans + 2 Push Jerks",265,"265","Load","2 Power Cleans + 2 Push Jerks","[{""success"":true,""load"":135},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":225},{""success"":true,""load"":245},{""success"":true,""load"":265},{""success"":false,""load"":275}]","Missed jerks 275",RX,
08/29/2023,"OHS Positioning","3 Sets:5 Behind the Neck Snatch Push Press into 1 OHS with 15 second hold in bottom*Set 1: Empty BarSets 2-3: May add a small amount of weight depending on how the body is feeling today and how set 1 looked",45,"45","Load","","[{""success"":true,""load"":45},{""success"":true,""load"":45},{""success"":true,""load"":45}]","",RX,
08/29/2023,"High Hang Power Snatches","Every 2:00 x 5 Sets:5 High Hang Power Snatches (65%)*Move each rep with intention. Dip with straight arms and bar in your hip crease with good positioning, explode through the bar with legs/hips and then pull yourself under and snap the bar overhead. Goal is to make all 25 reps look as similar as possible.",135,"135","Load","","[{""success"":true,""load"":135}]","",RX,
08/29/2023,"Push Pull Gymnastics","10:00 ""AMRAP""5 Unbroken Strict Chinups5 Unbroken Strict Straight Bar DipsCap of 20 Rounds*Scale to 3 reps if your best max set was 10 or less for either movement (add a band as necessary to get at least 10 rounds in the 10 minutes)",12,"12","Rounds + Reps","","[{""reps"":0,""rnds"":12}]","3 and 3",SCALED,
08/29/2023,"CFM 8.29.2023","7 Rounds7 DB Clean & Jerks21 Double Unders",359,"5:59","","","[{""secs"":59,""mins"":5}]","",RX,
08/30/2023,"Single Arm KB OHP","5 x 5 per arm*Perform all 5 sets at heaviest weight from last week (use weaker arms weight if you had one)*Same standard as last week: entire hand must pass below a neutral positioned chin",55,"55","Load","","[{""success"":true,""load"":55}]","",RX,
08/30/2023,"KB HPS/BMU","21-15-9Dual KB Hang Power Snatches (55s/35s)BMU[12:00 Cap]Scaling:KB HPS: Option 1: scale weight to something you can do for 15+ reps when fresh. Option 2: if you are someone that really struggles with overhead mobility, then doing single arm KB HPS is a great option to make sure you are hitting the desired OH position rather than forcing two KBs overhead and having them out in front of you every rep. BMU: Rx is 45 reps. When looking at this workouts cap and considering how to scale reps, we should be looking at about 3-5 minutes of KB work, leaving 7-9 minutes for BMU. How many reps could you do in 7:00 when fresh? For example, if you think its around 20, then I would want you to do 8-6-4 or 9-7-5 today.",414,"6:54","","","[{""secs"":54,""mins"":6}]","21-15-9 SA KB 9-7-5 BMUeasing back into things",SCALED,
08/30/2023,"Optional Session 2","Bike Erg (sub Echo/Assault)40:00 Bike*focus on doing this at a 7-8 RPE (ie when you finish you should feel like you could have gone for another 5-10 minutes)",0,"0","Meters","","[{""meters"":0}]","Not sure around 16-17k",SCALED,
08/30/2023,"Tempo Deadlifts","10-10-8-8(50-50-55-55%)Tempo: 3 count eccentric and soft tap TnG *Double Overhand Hook Grip",275,"275","Load","","[{""success"":true,""load"":255},{""success"":true,""load"":255},{""success"":true,""load"":275},{""success"":true,""load"":275}]","",RX,
08/31/2023,"400s and 600s","4 x 400m Run (5k pace)1:00 walk between setsthen,3 x 600m Run (5k pace)1:00 walk between sets",95,"1:35","","","[{""secs"":35,""mins"":1},{""secs"":35,""mins"":1},{""secs"":35,""mins"":1},{""secs"":35,""mins"":1}]","400s only",SCALED,
08/31/2023,"Skills","Accumulate 20 Back Roll to Supports (8:00 Cap)then,3 Attempts at Back Level Hold on Rings (use a spotter if needed!!)then,3 Rounds (at moderate pace) 30 Drag Rope Double Unders25ft HSW (clockwise pirouette to begin)30 Drag Rope Double Unders25ft HSW (counterclockwise pirouette to begin)Scaling:Regular Double UndersHSW without pirouette and decrease distance to something you can do unbroken for most rounds",0,"✅","Other / Text","","[{""other"":""✅""}]","5 unbroken pull overs",SCALED,
09/01/2023,"Speed Box Squat","Every 2:00 x 8 Sets:3 Box Squats (50% of 1RM Back Squat)Superset 1 Box Jump (jump as high as you can)*Same setup with your box as last week. Same weight but 2 more sets. Stay focused and move the bar as fast as you possibly can when standing up each rep.",155,"155","Load","","[{""success"":true,""load"":155}]","No box so just did max vert",SCALED,
09/01/2023,"Karen","150 Wall Balls For Time (20/14) [10:00 Cap]Goal: On the opening set I want you to go until you literally fail and cant do another rep. You will be surprised by how many reps your mind can add even when your body doesnt feel like it can do another rep.",0,"0:00","","","[{""secs"":0,""mins"":0}]","80 unbroken one set",SCALED,
09/02/2023,"CFM 9.02.2023","8 Rounds5/3 bar MU10 push-ups15 air squats200m run",1542,"25:42","","","[{""secs"":42,""mins"":25}]","Ow",RX,
09/05/2023,"Hang Power Snatch 3-3-2-2-1-1","Hang Power Snatch for load: #1: 3 reps #2: 3 reps #3: 2 reps #4: 2 reps #5: 1 rep #6: 1 rep",215,"215","Load","Hang Power Snatch","[{""success"":true,""load"":95},{""success"":true,""load"":135},{""success"":true,""load"":165},{""success"":true,""load"":185},{""success"":true,""load"":205},{""success"":true,""load"":215}]","",RX,PR
09/05/2023,"CFM 9.05.2023","2 Rounds, rest 3:00 b/t20 DB Snatches (R)2 Wall walks20 Toes-to-bar2 Wall walks20 DB Snatches (L)",322,"5:22","","","[{""secs"":35,""mins"":2},{""secs"":47,""mins"":2}]","",RX,
09/06/2023,"BMU/Upside Down","For Time:20 BMU10 Wall Walks20 BMU100ft HSW*If you have the space for it, set it up for 50ft down and back on the HSWScaling:Instead of scaling reps today, I want to scale based on time caps. So for each BMU set, you get 3:00 to get as far as you can. And then everyone will complete 10 wall walks. And for the HSW, you will get 3:00 to get as far as you can! Start your 3:00 clock when you hop on the bar (or get on your hands for the first time on hsw).",800,"13:20","","","[{""secs"":20,""mins"":13}]","Shoulder taps for hswRX bmu and ww ",SCALED,
09/07/2023,"Thursday Skills","20 sec ON/10 sec OFF until you get 100 reps of V-ups completedthen,Accumulate 20 Backwards Roll to Support as fast as possiblethen,Accumulate 1:00 L-Sitthen,Accumulate 10 Skin the Cats (slow and controlled eccentric)",0,"done","Other / Text","","[{""other"":""done""}]","50 v ups10 pull overL sit over KB raises5 skin the cats",SCALED,
09/08/2023,"Ski/Thruster","100/70 Cal Ski For TimeEvery 2:00, including 0:00, perform 15 Thrusters (95/65)[10:00 Cap]*The cap is only going to allow for 5 rounds! Be smart about how hot you come out, but I want to see some people go for it!Scaling:Scale reps to 10 and scale weight if needed (should be a weight you can do for around 25-30 reps)",585,"9:45","","","[{""secs"":45,""mins"":9}]","Scaled 10 thrusters ",SCALED,
09/11/2023,"Clean Complex","Every 2:00 x 6 Sets:1 Power Clean + 1 Low Hang Power Clean + 1 Hang Power Clean + 1 Power Clean(80% for all sets)*Drop and reset after the hang power clean before your power cleans",225,"225","Load","","[{""success"":true,""load"":225}]","",RX,
09/11/2023,"EMOM to Failure","EMOM until you fail...Min 1: 2 TTB + 2 Power Snatches (95/65)Min 2: 4 TTB + 4 Power Snatches Min 3: 6 TTB + 6 Power Snatches*keep adding 2 reps of each movement each minuteRest 5:00 after failure then,Repeat the same format but with Power Clean and Jerks (115/75)2 Scores:1. Total successfully completed minutes of TTB/PS2. Total successfully completed minutes of TTB/PCJ",9.024,"9+24","Rounds + Reps","","[{""rnds"":5,""reps"":12},{""rnds"":4,""reps"":12}]","",RX,
09/11/2023,"Front Squat","4 x 10 (60%)*Rest as needed between sets*No tempo this week",165,"165","Load","","[{""success"":true,""load"":165}]","Focusing on moving well",RX,
